<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.03.01	16:00:00	1.08123	1.08201	1.07975	1.07997	3408	0	11
2024.03.01	17:00:00	1.08008	1.08410	1.08008	1.08346	4095	0	11
2024.03.01	18:00:00	1.08345	1.08364	1.08227	1.08302	2559	0	11
2024.03.01	19:00:00	1.08302	1.08394	1.08281	1.08371	1716	0	11
2024.03.01	20:00:00	1.08371	1.08419	1.08309	1.08393	1745	0	11
2024.03.01	21:00:00	1.08393	1.08425	1.08374	1.08406	1637	0	11
2024.03.01	22:00:00	1.08406	1.08407	1.08344	1.08369	1265	0	11
2024.03.01	23:00:00	1.08367	1.08398	1.08327	1.08393	979	0	11
2024.03.04	00:00:00	1.08353	1.08421	1.08343	1.08383	803	0	15
2024.03.04	01:00:00	1.08381	1.08434	1.08381	1.08410	1041	0	11
2024.03.04	02:00:00	1.08414	1.08474	1.08402	1.08452	1899	0	11
2024.03.04	03:00:00	1.08453	1.08453	1.08379	1.08396	2194	0	11
2024.03.04	04:00:00	1.08395	1.08452	1.08378	1.08447	1717	0	11
2024.03.04	05:00:00	1.08447	1.08451	1.08416	1.08435	1094	0	11
2024.03.04	06:00:00	1.08435	1.08450	1.08426	1.08432	801	0	11
2024.03.04	07:00:00	1.08432	1.08463	1.08421	1.08439	912	0	11
2024.03.04	08:00:00	1.08439	1.08473	1.08425	1.08464	1674	0	11
2024.03.04	09:00:00	1.08467	1.08535	1.08446	1.08532	2414	0	11
2024.03.04	10:00:00	1.08532	1.08574	1.08371	1.08443	3622	0	11
2024.03.04	11:00:00	1.08443	1.08516	1.08416	1.08485	2664	0	11
2024.03.04	12:00:00	1.08485	1.08544	1.08453	1.08531	2127	0	11
2024.03.04	13:00:00	1.08531	1.08563	1.08510	1.08558	1752	0	11
2024.03.04	14:00:00	1.08558	1.08570	1.08411	1.08420	2222	0	11
2024.03.04	15:00:00	1.08420	1.08494	1.08394	1.08482	3310	0	11
2024.03.04	16:00:00	1.08483	1.08612	1.08444	1.08592	2948	0	11
2024.03.04	17:00:00	1.08592	1.08631	1.08548	1.08627	2493	0	11
2024.03.04	18:00:00	1.08626	1.08663	1.08561	1.08609	2198	0	11
2024.03.04	19:00:00	1.08609	1.08618	1.08548	1.08574	1853	0	11
2024.03.04	20:00:00	1.08574	1.08602	1.08551	1.08559	1134	0	11
2024.03.04	21:00:00	1.08559	1.08579	1.08547	1.08561	1259	0	11
2024.03.04	22:00:00	1.08561	1.08590	1.08549	1.08552	1173	0	11
2024.03.04	23:00:00	1.08552	1.08566	1.08542	1.08554	733	0	11
2024.03.05	00:00:00	1.08533	1.08562	1.08500	1.08516	2651	0	15
2024.03.05	01:00:00	1.08535	1.08575	1.08532	1.08534	443	0	11
2024.03.05	02:00:00	1.08535	1.08548	1.08508	1.08525	1140	0	11
2024.03.05	03:00:00	1.08525	1.08540	1.08469	1.08488	1692	0	11
2024.03.05	04:00:00	1.08488	1.08514	1.08478	1.08495	1598	0	11
2024.03.05	05:00:00	1.08495	1.08543	1.08489	1.08536	1032	0	11
2024.03.05	06:00:00	1.08536	1.08538	1.08493	1.08501	867	0	11
2024.03.05	07:00:00	1.08502	1.08534	1.08486	1.08524	1156	0	11
2024.03.05	08:00:00	1.08524	1.08526	1.08439	1.08461	1441	0	11
2024.03.05	09:00:00	1.08461	1.08507	1.08409	1.08460	2537	0	11
2024.03.05	10:00:00	1.08460	1.08513	1.08424	1.08465	3442	0	11
2024.03.05	11:00:00	1.08467	1.08554	1.08465	1.08509	2293	0	11
2024.03.05	12:00:00	1.08503	1.08543	1.08487	1.08496	1864	0	11
2024.03.05	13:00:00	1.08496	1.08531	1.08473	1.08494	2059	0	11
2024.03.05	14:00:00	1.08495	1.08499	1.08449	1.08468	1914	0	11
2024.03.05	15:00:00	1.08468	1.08511	1.08414	1.08457	3075	0	11
2024.03.05	16:00:00	1.08460	1.08539	1.08397	1.08449	3188	0	11
2024.03.05	17:00:00	1.08545	1.08754	1.08507	1.08709	3583	0	11
2024.03.05	18:00:00	1.08710	1.08714	1.08574	1.08603	2462	0	11
2024.03.05	19:00:00	1.08604	1.08639	1.08572	1.08594	1734	0	11
2024.03.05	20:00:00	1.08594	1.08595	1.08509	1.08522	1475	0	11
2024.03.05	21:00:00	1.08522	1.08570	1.08506	1.08523	1771	0	11
2024.03.05	22:00:00	1.08524	1.08580	1.08486	1.08570	1524	0	11
2024.03.05	23:00:00	1.08569	1.08586	1.08550	1.08560	769	0	11
2024.03.06	00:00:00	1.08507	1.08567	1.08453	1.08561	954	0	15
2024.03.06	01:00:00	1.08561	1.08582	1.08548	1.08548	598	0	11
2024.03.06	02:00:00	1.08548	1.08552	1.08485	1.08493	1573	0	11
2024.03.06	03:00:00	1.08493	1.08496	1.08415	1.08434	2077	0	11
2024.03.06	04:00:00	1.08434	1.08528	1.08433	1.08519	1980	0	11
2024.03.06	05:00:00	1.08520	1.08526	1.08497	1.08501	1338	0	11
2024.03.06	06:00:00	1.08501	1.08517	1.08489	1.08511	1380	0	11
2024.03.06	07:00:00	1.08512	1.08563	1.08512	1.08545	1309	0	11
2024.03.06	08:00:00	1.08545	1.08601	1.08542	1.08590	1535	0	11
2024.03.06	09:00:00	1.08590	1.08658	1.08580	1.08615	2826	0	11
2024.03.06	10:00:00	1.08615	1.08736	1.08586	1.08726	2782	0	11
2024.03.06	11:00:00	1.08727	1.08773	1.08689	1.08760	2194	0	11
2024.03.06	12:00:00	1.08760	1.08790	1.08728	1.08768	1840	0	11
2024.03.06	13:00:00	1.08769	1.08779	1.08710	1.08752	1551	0	11
2024.03.06	14:00:00	1.08752	1.08781	1.08671	1.08682	1968	0	11
2024.03.06	15:00:00	1.08684	1.08844	1.08679	1.08843	4148	0	11
2024.03.06	16:00:00	1.08843	1.08886	1.08825	1.08864	2997	0	11
2024.03.06	17:00:00	1.08863	1.09083	1.08808	1.09045	3571	0	11
2024.03.06	18:00:00	1.09045	1.09143	1.08989	1.09115	2757	0	11
2024.03.06	19:00:00	1.09115	1.09147	1.08986	1.09018	2595	0	11
2024.03.06	20:00:00	1.09018	1.09073	1.08998	1.09025	2177	0	11
2024.03.06	21:00:00	1.09021	1.09021	1.08926	1.08962	2593	0	11
2024.03.06	22:00:00	1.08961	1.08989	1.08922	1.08981	1911	0	11
2024.03.06	23:00:00	1.08981	1.08988	1.08948	1.08984	663	0	11
2024.03.07	00:00:00	1.08942	1.09007	1.08918	1.08975	580	0	14
2024.03.07	01:00:00	1.08968	1.09010	1.08967	1.08988	517	0	11
2024.03.07	02:00:00	1.08988	1.09066	1.08988	1.09024	1756	0	11
2024.03.07	03:00:00	1.09025	1.09036	1.08958	1.08972	2392	0	11
2024.03.07	04:00:00	1.08973	1.08983	1.08929	1.08978	1624	0	11
2024.03.07	05:00:00	1.08976	1.09010	1.08947	1.08999	1109	0	11
2024.03.07	06:00:00	1.08999	1.09049	1.08997	1.09029	1364	0	11
2024.03.07	07:00:00	1.09030	1.09050	1.08991	1.08998	1348	0	11
2024.03.07	08:00:00	1.08998	1.09024	1.08979	1.09010	1467	0	11
2024.03.07	09:00:00	1.09010	1.09038	1.08907	1.08932	2861	0	11
2024.03.07	10:00:00	1.08933	1.08974	1.08871	1.08973	3206	0	11
2024.03.07	11:00:00	1.08973	1.09023	1.08922	1.09011	2157	0	11
2024.03.07	12:00:00	1.09010	1.09014	1.08889	1.08959	2342	0	11
2024.03.07	13:00:00	1.08958	1.08986	1.08918	1.08936	2077	0	11
2024.03.07	14:00:00	1.08936	1.08997	1.08915	1.08938	2167	0	11
2024.03.07	15:00:00	1.08939	1.08963	1.08672	1.08716	4108	0	11
2024.03.07	16:00:00	1.08716	1.09185	1.08686	1.09151	3918	0	11
2024.03.07	17:00:00	1.09153	1.09302	1.09077	1.09293	3079	0	11
2024.03.07	18:00:00	1.09292	1.09414	1.09239	1.09396	2764	0	11
2024.03.07	19:00:00	1.09396	1.09410	1.09306	1.09365	1309	0	11
2024.03.07	20:00:00	1.09363	1.09442	1.09358	1.09417	1361	0	11
2024.03.07	21:00:00	1.09416	1.09483	1.09401	1.09463	1422	0	11
2024.03.07	22:00:00	1.09463	1.09485	1.09418	1.09465	1317	0	11
2024.03.07	23:00:00	1.09464	1.09484	1.09452	1.09477	960	0	11
2024.03.08	00:00:00	1.09457	1.09474	1.09432	1.09453	1106	0	15
2024.03.08	01:00:00	1.09457	1.09507	1.09457	1.09503	473	0	11
2024.03.08	02:00:00	1.09505	1.09552	1.09497	1.09508	1670	0	11
2024.03.08	03:00:00	1.09508	1.09522	1.09458	1.09475	1776	0	11
2024.03.08	04:00:00	1.09474	1.09501	1.09442	1.09451	1774	0	11
2024.03.08	05:00:00	1.09451	1.09474	1.09435	1.09466	1200	0	11
2024.03.08	06:00:00	1.09468	1.09485	1.09438	1.09450	1029	0	11
2024.03.08	07:00:00	1.09451	1.09480	1.09442	1.09460	1357	0	11
2024.03.08	08:00:00	1.09460	1.09485	1.09436	1.09475	1724	0	11
2024.03.08	09:00:00	1.09475	1.09505	1.09310	1.09333	3672	0	11
2024.03.08	10:00:00	1.09332	1.09385	1.09283	1.09354	3245	0	11
2024.03.08	11:00:00	1.09353	1.09369	1.09255	1.09347	3744	0	11
2024.03.08	12:00:00	1.09347	1.09366	1.09258	1.09329	2989	0	11
2024.03.08	13:00:00	1.09330	1.09384	1.09289	1.09340	2542	0	11
2024.03.08	14:00:00	1.09341	1.09346	1.09273	1.09314	2619	0	11
2024.03.08	15:00:00	1.09314	1.09806	1.09174	1.09579	3499	0	11
2024.03.08	16:00:00	1.09577	1.09659	1.09442	1.09573	2563	0	11
2024.03.08	17:00:00	1.09572	1.09612	1.09428	1.09601	2181	0	11
2024.03.08	18:00:00	1.09602	1.09606	1.09368	1.09395	2127	0	11
2024.03.08	19:00:00	1.09398	1.09451	1.09363	1.09387	2028	0	11
2024.03.08	20:00:00	1.09385	1.09392	1.09328	1.09365	1688	0	11
2024.03.08	21:00:00	1.09364	1.09416	1.09337	1.09413	1531	0	11
2024.03.08	22:00:00	1.09413	1.09434	1.09339	1.09358	1275	0	11
2024.03.08	23:00:00	1.09360	1.09402	1.09347	1.09371	696	0	11
2024.03.11	00:00:00	1.09414	1.09414	1.09334	1.09374	481	0	15
2024.03.11	01:00:00	1.09385	1.09396	1.09353	1.09369	478	0	11
2024.03.11	02:00:00	1.09371	1.09432	1.09371	1.09421	1631	0	11
2024.03.11	03:00:00	1.09421	1.09459	1.09376	1.09417	2101	0	11
2024.03.11	04:00:00	1.09415	1.09451	1.09383	1.09398	3232	0	11
2024.03.11	05:00:00	1.09399	1.09417	1.09366	1.09382	1899	0	11
2024.03.11	06:00:00	1.09382	1.09438	1.09374	1.09407	1303	0	11
2024.03.11	07:00:00	1.09407	1.09410	1.09363	1.09382	1571	0	11
2024.03.11	08:00:00	1.09382	1.09415	1.09382	1.09408	1483	0	11
2024.03.11	09:00:00	1.09407	1.09431	1.09348	1.09417	1742	0	11
2024.03.11	10:00:00	1.09417	1.09469	1.09366	1.09415	3006	0	11
2024.03.11	11:00:00	1.09412	1.09474	1.09379	1.09441	3481	0	11
2024.03.11	12:00:00	1.09440	1.09444	1.09333	1.09342	2447	0	11
2024.03.11	13:00:00	1.09342	1.09430	1.09325	1.09409	2003	0	11
2024.03.11	14:00:00	1.09410	1.09430	1.09371	1.09424	1564	0	11
2024.03.11	15:00:00	1.09422	1.09428	1.09290	1.09290	2929	0	11
2024.03.11	16:00:00	1.09290	1.09311	1.09172	1.09191	3140	0	11
2024.03.11	17:00:00	1.09192	1.09244	1.09154	1.09240	3007	0	11
2024.03.11	18:00:00	1.09239	1.09281	1.09139	1.09264	2890	0	11
2024.03.11	19:00:00	1.09265	1.09275	1.09221	1.09267	2307	0	11
2024.03.11	20:00:00	1.09267	1.09298	1.09239	1.09248	2327	0	11
2024.03.11	21:00:00	1.09247	1.09257	1.09179	1.09235	1932	0	11
2024.03.11	22:00:00	1.09236	1.09260	1.09213	1.09255	1843	0	11
2024.03.11	23:00:00	1.09256	1.09270	1.09245	1.09252	682	0	11
2024.03.12	00:00:00	1.09189	1.09258	1.09189	1.09250	1663	0	15
2024.03.12	01:00:00	1.09246	1.09266	1.09241	1.09246	576	0	11
2024.03.12	02:00:00	1.09246	1.09305	1.09244	1.09301	866	0	11
2024.03.12	03:00:00	1.09301	1.09318	1.09278	1.09281	1426	0	11
2024.03.12	04:00:00	1.09281	1.09338	1.09263	1.09331	1688	0	11
2024.03.12	05:00:00	1.09332	1.09359	1.09296	1.09356	1897	0	11
2024.03.12	06:00:00	1.09355	1.09376	1.09336	1.09357	1059	0	11
2024.03.12	07:00:00	1.09357	1.09376	1.09340	1.09363	876	0	11
2024.03.12	08:00:00	1.09363	1.09387	1.09361	1.09378	1372	0	11
2024.03.12	09:00:00	1.09379	1.09386	1.09338	1.09377	1823	0	11
2024.03.12	10:00:00	1.09377	1.09389	1.09311	1.09313	2928	0	11
2024.03.12	11:00:00	1.09312	1.09329	1.09207	1.09244	2934	0	11
2024.03.12	12:00:00	1.09243	1.09329	1.09225	1.09297	2356	0	11
2024.03.12	13:00:00	1.09297	1.09339	1.09260	1.09336	2067	0	11
2024.03.12	14:00:00	1.09336	1.09350	1.09312	1.09331	2022	0	11
2024.03.12	15:00:00	1.09330	1.09429	1.09022	1.09194	4487	0	11
2024.03.12	16:00:00	1.09194	1.09224	1.09017	1.09102	4174	0	11
2024.03.12	17:00:00	1.09103	1.09189	1.09057	1.09165	3035	0	11
2024.03.12	18:00:00	1.09165	1.09178	1.09069	1.09171	2195	0	11
2024.03.12	19:00:00	1.09172	1.09186	1.09130	1.09171	1875	0	11
2024.03.12	20:00:00	1.09171	1.09203	1.09121	1.09188	2089	0	11
2024.03.12	21:00:00	1.09188	1.09241	1.09178	1.09236	1523	0	11
2024.03.12	22:00:00	1.09237	1.09254	1.09206	1.09253	1229	0	11
2024.03.12	23:00:00	1.09253	1.09270	1.09244	1.09259	574	0	11
2024.03.13	00:00:00	1.09257	1.09266	1.09238	1.09262	1023	0	15
2024.03.13	01:00:00	1.09263	1.09282	1.09261	1.09269	531	0	11
2024.03.13	02:00:00	1.09270	1.09286	1.09260	1.09262	1018	0	11
2024.03.13	03:00:00	1.09262	1.09292	1.09252	1.09262	1641	0	11
2024.03.13	04:00:00	1.09262	1.09282	1.09227	1.09232	2058	0	11
2024.03.13	05:00:00	1.09233	1.09270	1.09228	1.09264	1708	0	11
2024.03.13	06:00:00	1.09264	1.09301	1.09246	1.09273	1203	0	11
2024.03.13	07:00:00	1.09272	1.09276	1.09214	1.09229	1430	0	11
2024.03.13	08:00:00	1.09230	1.09284	1.09221	1.09282	1653	0	11
2024.03.13	09:00:00	1.09282	1.09288	1.09247	1.09273	1933	0	11
2024.03.13	10:00:00	1.09272	1.09314	1.09203	1.09261	2048	0	11
2024.03.13	11:00:00	1.09262	1.09324	1.09256	1.09271	2458	0	11
2024.03.13	12:00:00	1.09272	1.09276	1.09195	1.09228	2574	0	11
2024.03.13	13:00:00	1.09228	1.09328	1.09216	1.09301	1987	0	11
2024.03.13	14:00:00	1.09301	1.09450	1.09297	1.09416	1992	0	11
2024.03.13	15:00:00	1.09417	1.09468	1.09331	1.09362	3123	0	11
2024.03.13	16:00:00	1.09362	1.09415	1.09353	1.09367	3136	0	11
2024.03.13	17:00:00	1.09368	1.09439	1.09309	1.09415	3318	0	11
2024.03.13	18:00:00	1.09414	1.09467	1.09374	1.09428	3073	0	4
2024.03.13	19:00:00	1.09428	1.09490	1.09394	1.09486	3483	0	11
2024.03.13	20:00:00	1.09487	1.09632	1.09481	1.09565	4093	0	11
2024.03.13	21:00:00	1.09565	1.09577	1.09495	1.09504	2475	0	11
2024.03.13	22:00:00	1.09503	1.09513	1.09451	1.09468	2621	0	11
2024.03.13	23:00:00	1.09468	1.09487	1.09464	1.09475	1022	0	11
2024.03.14	00:00:00	1.09469	1.09506	1.09393	1.09477	2051	0	15
2024.03.14	01:00:00	1.09484	1.09509	1.09483	1.09483	809	0	11
2024.03.14	02:00:00	1.09483	1.09527	1.09483	1.09527	983	0	11
2024.03.14	03:00:00	1.09527	1.09542	1.09453	1.09482	1508	0	11
2024.03.14	04:00:00	1.09482	1.09523	1.09445	1.09483	1832	0	11
2024.03.14	05:00:00	1.09483	1.09491	1.09423	1.09431	1175	0	11
2024.03.14	06:00:00	1.09432	1.09448	1.09406	1.09418	1503	0	11
2024.03.14	07:00:00	1.09418	1.09423	1.09384	1.09420	1216	0	11
2024.03.14	08:00:00	1.09420	1.09427	1.09386	1.09391	1104	0	11
2024.03.14	09:00:00	1.09392	1.09414	1.09366	1.09373	1483	0	11
2024.03.14	10:00:00	1.09373	1.09424	1.09310	1.09349	3373	0	11
2024.03.14	11:00:00	1.09349	1.09435	1.09347	1.09371	4003	0	11
2024.03.14	12:00:00	1.09371	1.09439	1.09363	1.09407	2729	0	11
2024.03.14	13:00:00	1.09408	1.09449	1.09371	1.09389	2523	0	11
2024.03.14	14:00:00	1.09390	1.09431	1.09371	1.09410	2382	0	11
2024.03.14	15:00:00	1.09412	1.09441	1.09235	1.09295	4789	0	11
2024.03.14	16:00:00	1.09294	1.09305	1.09081	1.09113	4102	0	11
2024.03.14	17:00:00	1.09113	1.09135	1.08954	1.08973	3103	0	11
2024.03.14	18:00:00	1.08973	1.08990	1.08823	1.08869	3292	0	11
2024.03.14	19:00:00	1.08870	1.08922	1.08841	1.08865	2545	0	11
2024.03.14	20:00:00	1.08866	1.08885	1.08804	1.08860	1781	0	11
2024.03.14	21:00:00	1.08859	1.08894	1.08832	1.08843	1923	0	11
2024.03.14	22:00:00	1.08843	1.08905	1.08800	1.08904	1766	0	11
2024.03.14	23:00:00	1.08904	1.08913	1.08829	1.08834	939	0	11
2024.03.15	00:00:00	1.08759	1.08849	1.08759	1.08843	1152	0	15
2024.03.15	01:00:00	1.08853	1.08857	1.08826	1.08834	464	0	11
2024.03.15	02:00:00	1.08834	1.08846	1.08819	1.08822	1096	0	11
2024.03.15	03:00:00	1.08824	1.08840	1.08754	1.08773	1887	0	11
2024.03.15	04:00:00	1.08772	1.08795	1.08749	1.08765	1613	0	11
2024.03.15	05:00:00	1.08765	1.08765	1.08723	1.08727	1410	0	11
2024.03.15	06:00:00	1.08728	1.08775	1.08727	1.08764	1557	0	11
2024.03.15	07:00:00	1.08764	1.08768	1.08741	1.08760	1361	0	11
2024.03.15	08:00:00	1.08760	1.08769	1.08727	1.08766	1188	0	11
2024.03.15	09:00:00	1.08765	1.08801	1.08750	1.08793	1715	0	11
2024.03.15	10:00:00	1.08793	1.08845	1.08780	1.08804	2364	0	11
2024.03.15	11:00:00	1.08804	1.08865	1.08775	1.08824	2815	0	11
2024.03.15	12:00:00	1.08825	1.08990	1.08820	1.08977	2368	0	11
2024.03.15	13:00:00	1.08976	1.08991	1.08886	1.08906	2118	0	11
2024.03.15	14:00:00	1.08906	1.08958	1.08864	1.08931	1585	0	11
2024.03.15	15:00:00	1.08932	1.08936	1.08837	1.08865	3299	0	11
2024.03.15	16:00:00	1.08865	1.08943	1.08826	1.08858	3211	0	11
2024.03.15	17:00:00	1.08859	1.08939	1.08839	1.08874	2664	0	11
2024.03.15	18:00:00	1.08875	1.08885	1.08807	1.08870	1983	0	11
2024.03.15	19:00:00	1.08870	1.08894	1.08830	1.08853	2051	0	11
2024.03.15	20:00:00	1.08853	1.08872	1.08827	1.08831	1671	0	11
2024.03.15	21:00:00	1.08832	1.08905	1.08832	1.08899	1393	0	11
2024.03.15	22:00:00	1.08898	1.08909	1.08865	1.08887	1104	0	11
2024.03.15	23:00:00	1.08886	1.08892	1.08864	1.08865	595	0	11
2024.03.18	00:00:00	1.08877	1.08903	1.08747	1.08882	562	0	16
2024.03.18	01:00:00	1.08877	1.08908	1.08855	1.08859	587	0	11
2024.03.18	02:00:00	1.08859	1.08861	1.08812	1.08831	870	0	11
2024.03.18	03:00:00	1.08837	1.08876	1.08798	1.08848	853	0	11
2024.03.18	04:00:00	1.08848	1.08896	1.08822	1.08887	1105	0	11
2024.03.18	05:00:00	1.08887	1.08912	1.08870	1.08886	1010	0	11
2024.03.18	06:00:00	1.08887	1.08900	1.08847	1.08848	713	0	11
2024.03.18	07:00:00	1.08848	1.08876	1.08847	1.08871	603	0	11
2024.03.18	08:00:00	1.08871	1.08882	1.08846	1.08866	755	0	11
2024.03.18	09:00:00	1.08866	1.08889	1.08860	1.08885	1148	0	11
2024.03.18	10:00:00	1.08886	1.08961	1.08884	1.08919	2767	0	11
2024.03.18	11:00:00	1.08919	1.08973	1.08903	1.08931	3712	0	11
2024.03.18	12:00:00	1.08931	1.09000	1.08919	1.08990	2484	0	11
2024.03.18	13:00:00	1.08990	1.09013	1.08956	1.08991	2703	0	11
2024.03.18	14:00:00	1.08991	1.09057	1.08983	1.09020	2660	0	11
2024.03.18	15:00:00	1.09019	1.09046	1.08893	1.08917	3221	0	11
2024.03.18	16:00:00	1.08917	1.08931	1.08850	1.08887	2994	0	11
2024.03.18	17:00:00	1.08887	1.08928	1.08838	1.08851	2410	0	11
2024.03.18	18:00:00	1.08851	1.08885	1.08804	1.08848	2732	0	11
2024.03.18	19:00:00	1.08848	1.08848	1.08688	1.08719	2546	0	11
2024.03.18	20:00:00	1.08717	1.08745	1.08654	1.08680	1885	0	11
2024.03.18	21:00:00	1.08680	1.08706	1.08667	1.08706	1303	0	11
2024.03.18	22:00:00	1.08706	1.08729	1.08671	1.08685	1171	0	11
2024.03.18	23:00:00	1.08686	1.08719	1.08684	1.08718	707	0	11
2024.03.19	00:00:00	1.08716	1.08735	1.08633	1.08729	969	0	15
2024.03.19	01:00:00	1.08730	1.08736	1.08706	1.08713	555	0	11
2024.03.19	02:00:00	1.08713	1.08731	1.08707	1.08729	867	0	11
2024.03.19	03:00:00	1.08729	1.08741	1.08686	1.08688	2190	0	11
2024.03.19	04:00:00	1.08689	1.08712	1.08661	1.08677	2515	0	11
2024.03.19	05:00:00	1.08677	1.08741	1.08677	1.08728	2026	0	11
2024.03.19	06:00:00	1.08728	1.08759	1.08693	1.08732	4418	0	11
2024.03.19	07:00:00	1.08732	1.08759	1.08667	1.08700	2875	0	11
2024.03.19	08:00:00	1.08700	1.08714	1.08623	1.08636	2540	0	11
2024.03.19	09:00:00	1.08636	1.08681	1.08614	1.08671	3236	0	11
2024.03.19	10:00:00	1.08671	1.08671	1.08510	1.08542	3591	0	11
2024.03.19	11:00:00	1.08543	1.08555	1.08418	1.08469	4596	0	11
2024.03.19	12:00:00	1.08469	1.08496	1.08340	1.08360	3780	0	11
2024.03.19	13:00:00	1.08360	1.08453	1.08360	1.08439	3742	0	11
2024.03.19	14:00:00	1.08439	1.08511	1.08423	1.08499	2824	0	11
2024.03.19	15:00:00	1.08501	1.08556	1.08451	1.08511	5399	0	11
2024.03.19	16:00:00	1.08511	1.08566	1.08488	1.08537	3646	0	11
2024.03.19	17:00:00	1.08537	1.08651	1.08532	1.08619	4404	0	11
2024.03.19	18:00:00	1.08619	1.08619	1.08528	1.08578	3330	0	11
2024.03.19	19:00:00	1.08578	1.08634	1.08540	1.08629	3357	0	11
2024.03.19	20:00:00	1.08630	1.08669	1.08593	1.08630	2898	0	11
2024.03.19	21:00:00	1.08630	1.08647	1.08606	1.08620	2234	0	11
2024.03.19	22:00:00	1.08620	1.08652	1.08604	1.08643	2285	0	11
2024.03.19	23:00:00	1.08643	1.08660	1.08634	1.08652	996	0	11
2024.03.20	00:00:00	1.08648	1.08666	1.08560	1.08649	4508	0	14
2024.03.20	01:00:00	1.08649	1.08660	1.08641	1.08650	540	0	11
2024.03.20	02:00:00	1.08650	1.08660	1.08611	1.08612	1195	0	11
2024.03.20	03:00:00	1.08612	1.08645	1.08576	1.08638	1456	0	11
2024.03.20	04:00:00	1.08639	1.08652	1.08615	1.08638	1447	0	11
2024.03.20	05:00:00	1.08638	1.08687	1.08622	1.08682	1179	0	11
2024.03.20	06:00:00	1.08685	1.08705	1.08671	1.08695	823	0	11
2024.03.20	07:00:00	1.08695	1.08700	1.08655	1.08660	1047	0	11
2024.03.20	08:00:00	1.08660	1.08679	1.08648	1.08653	1170	0	11
2024.03.20	09:00:00	1.08653	1.08702	1.08646	1.08697	1208	0	11
2024.03.20	10:00:00	1.08698	1.08716	1.08643	1.08650	2857	0	11
2024.03.20	11:00:00	1.08649	1.08649	1.08495	1.08517	2619	0	11
2024.03.20	12:00:00	1.08516	1.08519	1.08359	1.08386	3315	0	11
2024.03.20	13:00:00	1.08386	1.08423	1.08357	1.08391	2629	0	11
2024.03.20	14:00:00	1.08391	1.08432	1.08366	1.08421	2397	0	11
2024.03.20	15:00:00	1.08422	1.08445	1.08373	1.08417	2699	0	11
2024.03.20	16:00:00	1.08417	1.08451	1.08366	1.08441	2851	0	11
2024.03.20	17:00:00	1.08441	1.08509	1.08432	1.08492	2726	0	11
2024.03.20	18:00:00	1.08493	1.08557	1.08483	1.08540	2275	0	11
2024.03.20	19:00:00	1.08540	1.08606	1.08529	1.08602	1932	0	11
2024.03.20	20:00:00	1.08602	1.08663	1.08580	1.08643	2058	0	11
2024.03.20	21:00:00	1.08641	1.09169	1.08601	1.09134	16402	0	15
2024.03.20	22:00:00	1.09136	1.09221	1.09013	1.09202	8297	0	11
2024.03.20	23:00:00	1.09203	1.09222	1.09179	1.09220	1664	0	11
2024.03.21	00:00:00	1.09152	1.09224	1.09152	1.09206	1268	0	11
2024.03.21	01:00:00	1.09211	1.09318	1.09203	1.09316	1246	0	11
2024.03.21	02:00:00	1.09318	1.09370	1.09286	1.09368	1672	0	11
2024.03.21	03:00:00	1.09367	1.09369	1.09300	1.09329	3763	0	11
2024.03.21	04:00:00	1.09329	1.09385	1.09325	1.09347	3115	0	11
2024.03.21	05:00:00	1.09347	1.09367	1.09321	1.09347	1501	0	11
2024.03.21	06:00:00	1.09347	1.09364	1.09330	1.09343	1419	0	11
2024.03.21	07:00:00	1.09343	1.09348	1.09321	1.09324	1014	0	11
2024.03.21	08:00:00	1.09325	1.09362	1.09309	1.09312	1592	0	11
2024.03.21	09:00:00	1.09312	1.09377	1.09312	1.09373	1588	0	11
2024.03.21	10:00:00	1.09372	1.09421	1.09249	1.09283	2905	0	11
2024.03.21	11:00:00	1.09283	1.09283	1.08865	1.08909	6861	0	11
2024.03.21	12:00:00	1.08920	1.09141	1.08884	1.09124	4851	0	11
2024.03.21	13:00:00	1.09125	1.09229	1.09117	1.09187	3269	0	11
2024.03.21	14:00:00	1.09187	1.09199	1.09044	1.09090	2634	0	11
2024.03.21	15:00:00	1.09090	1.09164	1.09029	1.09110	5533	0	11
2024.03.21	16:00:00	1.09110	1.09113	1.08835	1.08851	6174	0	11
2024.03.21	17:00:00	1.08833	1.08854	1.08699	1.08783	6442	0	11
2024.03.21	18:00:00	1.08784	1.08786	1.08550	1.08598	4979	0	11
2024.03.21	19:00:00	1.08597	1.08643	1.08576	1.08602	4306	0	11
2024.03.21	20:00:00	1.08602	1.08657	1.08554	1.08574	3022	0	11
2024.03.21	21:00:00	1.08574	1.08626	1.08566	1.08620	1996	0	11
2024.03.21	22:00:00	1.08620	1.08623	1.08548	1.08561	1950	0	11
2024.03.21	23:00:00	1.08562	1.08594	1.08560	1.08593	1086	0	11
2024.03.22	00:00:00	1.08517	1.08607	1.08517	1.08597	2146	0	13
2024.03.22	01:00:00	1.08607	1.08620	1.08599	1.08615	526	0	11
2024.03.22	02:00:00	1.08615	1.08625	1.08602	1.08615	874	0	11
2024.03.22	03:00:00	1.08619	1.08676	1.08617	1.08645	1349	0	11
2024.03.22	04:00:00	1.08645	1.08653	1.08493	1.08500	2764	0	11
