<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.01.22	14:00:00	1.08895	1.08990	1.08874	1.08920	1976	0	11
2024.01.22	15:00:00	1.08919	1.08947	1.08795	1.08910	2448	0	11
2024.01.22	16:00:00	1.08910	1.08957	1.08849	1.08892	2568	0	11
2024.01.22	17:00:00	1.08890	1.08975	1.08820	1.08847	2599	0	11
2024.01.22	18:00:00	1.08847	1.08939	1.08815	1.08934	1889	0	11
2024.01.22	19:00:00	1.08937	1.08994	1.08902	1.08957	1421	0	11
2024.01.22	20:00:00	1.08958	1.08959	1.08832	1.08895	1613	0	11
2024.01.22	21:00:00	1.08895	1.08904	1.08796	1.08843	1502	0	11
2024.01.22	22:00:00	1.08843	1.08849	1.08798	1.08837	1173	0	11
2024.01.22	23:00:00	1.08837	1.08844	1.08810	1.08821	566	0	11
2024.01.23	00:00:00	1.08803	1.08839	1.08789	1.08815	464	0	11
2024.01.23	01:00:00	1.08814	1.08814	1.08764	1.08768	704	0	11
2024.01.23	02:00:00	1.08770	1.08835	1.08750	1.08826	963	0	11
2024.01.23	03:00:00	1.08826	1.08879	1.08761	1.08877	1429	0	11
2024.01.23	04:00:00	1.08877	1.08933	1.08842	1.08868	1841	0	11
2024.01.23	05:00:00	1.08869	1.08944	1.08847	1.08923	2308	0	11
2024.01.23	06:00:00	1.08922	1.08981	1.08910	1.08979	1077	0	11
2024.01.23	07:00:00	1.08982	1.09075	1.08961	1.09063	1376	0	11
2024.01.23	08:00:00	1.09065	1.09136	1.09009	1.09134	2305	0	11
2024.01.23	09:00:00	1.09134	1.09156	1.09032	1.09077	3334	0	11
2024.01.23	10:00:00	1.09078	1.09100	1.08917	1.08945	3107	0	11
2024.01.23	11:00:00	1.08945	1.08945	1.08832	1.08870	2760	0	11
2024.01.23	12:00:00	1.08869	1.08878	1.08668	1.08689	2501	0	11
2024.01.23	13:00:00	1.08691	1.08716	1.08595	1.08659	2374	0	11
2024.01.23	14:00:00	1.08659	1.08727	1.08597	1.08632	2455	0	11
2024.01.23	15:00:00	1.08636	1.08753	1.08636	1.08735	2892	0	11
2024.01.23	16:00:00	1.08735	1.08735	1.08478	1.08522	3398	0	11
2024.01.23	17:00:00	1.08523	1.08577	1.08210	1.08301	3186	0	11
2024.01.23	18:00:00	1.08303	1.08388	1.08252	1.08275	2355	0	11
2024.01.23	19:00:00	1.08275	1.08349	1.08235	1.08308	1876	0	11
2024.01.23	20:00:00	1.08308	1.08388	1.08299	1.08365	1596	0	11
2024.01.23	21:00:00	1.08363	1.08471	1.08353	1.08446	1226	0	11
2024.01.23	22:00:00	1.08446	1.08496	1.08430	1.08491	1039	0	11
2024.01.23	23:00:00	1.08493	1.08555	1.08476	1.08531	749	0	11
2024.01.24	00:00:00	1.08412	1.08546	1.08411	1.08527	525	0	15
2024.01.24	01:00:00	1.08526	1.08585	1.08523	1.08567	451	0	11
2024.01.24	02:00:00	1.08567	1.08593	1.08548	1.08554	987	0	11
2024.01.24	03:00:00	1.08554	1.08589	1.08507	1.08575	2051	0	11
2024.01.24	04:00:00	1.08575	1.08579	1.08526	1.08565	1574	0	11
2024.01.24	05:00:00	1.08565	1.08609	1.08561	1.08583	1054	0	11
2024.01.24	06:00:00	1.08584	1.08654	1.08577	1.08640	952	0	11
2024.01.24	07:00:00	1.08640	1.08640	1.08586	1.08614	1136	0	11
2024.01.24	08:00:00	1.08615	1.08659	1.08601	1.08628	1186	0	11
2024.01.24	09:00:00	1.08625	1.08789	1.08597	1.08728	2622	0	11
2024.01.24	10:00:00	1.08729	1.08788	1.08619	1.08693	4192	0	11
2024.01.24	11:00:00	1.08700	1.09071	1.08690	1.09022	3719	0	11
2024.01.24	12:00:00	1.09020	1.09043	1.08925	1.08971	3015	0	11
2024.01.24	13:00:00	1.08971	1.09010	1.08903	1.08922	2197	0	11
2024.01.24	14:00:00	1.08922	1.08987	1.08869	1.08941	2679	0	11
2024.01.24	15:00:00	1.08941	1.09265	1.08929	1.09244	4201	0	11
2024.01.24	16:00:00	1.09244	1.09319	1.09008	1.09026	3930	0	11
2024.01.24	17:00:00	1.09029	1.09068	1.08927	1.09003	3803	0	11
2024.01.24	18:00:00	1.09003	1.09047	1.08900	1.08999	3001	0	11
2024.01.24	19:00:00	1.08998	1.09080	1.08948	1.09047	1954	0	11
2024.01.24	20:00:00	1.09045	1.09055	1.08898	1.08921	2356	0	11
2024.01.24	21:00:00	1.08921	1.08926	1.08808	1.08878	1960	0	11
2024.01.24	22:00:00	1.08876	1.08900	1.08787	1.08794	1599	0	11
2024.01.24	23:00:00	1.08789	1.08846	1.08771	1.08835	790	0	11
2024.01.25	00:00:00	1.08827	1.08858	1.08806	1.08841	452	0	15
2024.01.25	01:00:00	1.08838	1.08858	1.08804	1.08805	633	0	11
2024.01.25	02:00:00	1.08806	1.08807	1.08717	1.08736	1145	0	11
2024.01.25	03:00:00	1.08734	1.08781	1.08696	1.08770	1453	0	11
2024.01.25	04:00:00	1.08773	1.08794	1.08743	1.08766	1089	0	11
2024.01.25	05:00:00	1.08768	1.08812	1.08768	1.08772	754	0	11
2024.01.25	06:00:00	1.08772	1.08808	1.08738	1.08751	720	0	11
2024.01.25	07:00:00	1.08750	1.08784	1.08742	1.08777	794	0	11
2024.01.25	08:00:00	1.08778	1.08860	1.08751	1.08856	1075	0	11
2024.01.25	09:00:00	1.08855	1.08909	1.08835	1.08873	1572	0	11
2024.01.25	10:00:00	1.08871	1.08989	1.08824	1.08983	2301	0	11
2024.01.25	11:00:00	1.08983	1.08991	1.08911	1.08952	2035	0	13
2024.01.25	12:00:00	1.08952	1.08982	1.08912	1.08922	1723	0	13
2024.01.25	13:00:00	1.08924	1.08947	1.08861	1.08942	1338	0	13
2024.01.25	14:00:00	1.08942	1.08951	1.08850	1.08875	1507	0	13
2024.01.25	15:00:00	1.08876	1.09012	1.08665	1.08783	4046	0	11
2024.01.25	16:00:00	1.08785	1.08785	1.08524	1.08597	4497	0	11
2024.01.25	17:00:00	1.08597	1.08609	1.08288	1.08312	3782	0	11
2024.01.25	18:00:00	1.08311	1.08391	1.08237	1.08356	2527	0	11
2024.01.25	19:00:00	1.08358	1.08514	1.08307	1.08371	2464	0	11
2024.01.25	20:00:00	1.08372	1.08460	1.08294	1.08296	2454	0	11
2024.01.25	21:00:00	1.08295	1.08370	1.08216	1.08354	1882	0	11
2024.01.25	22:00:00	1.08355	1.08400	1.08329	1.08393	1437	0	11
2024.01.25	23:00:00	1.08393	1.08476	1.08385	1.08467	916	0	11
2024.01.26	00:00:00	1.08396	1.08471	1.08372	1.08455	877	0	15
2024.01.26	01:00:00	1.08455	1.08471	1.08423	1.08450	1182	0	11
2024.01.26	02:00:00	1.08450	1.08453	1.08368	1.08393	1501	0	11
2024.01.26	03:00:00	1.08393	1.08461	1.08386	1.08439	2363	0	11
2024.01.26	04:00:00	1.08439	1.08484	1.08433	1.08437	1504	0	11
2024.01.26	05:00:00	1.08437	1.08470	1.08434	1.08444	850	0	11
2024.01.26	06:00:00	1.08444	1.08446	1.08374	1.08390	878	0	11
2024.01.26	07:00:00	1.08389	1.08433	1.08378	1.08419	1221	0	11
2024.01.26	08:00:00	1.08419	1.08422	1.08278	1.08287	2103	0	11
2024.01.26	09:00:00	1.08287	1.08299	1.08122	1.08189	4150	0	11
2024.01.26	10:00:00	1.08189	1.08416	1.08168	1.08396	3633	0	11
2024.01.26	11:00:00	1.08397	1.08499	1.08336	1.08437	3404	0	11
2024.01.26	12:00:00	1.08436	1.08657	1.08436	1.08643	2565	0	11
2024.01.26	13:00:00	1.08641	1.08756	1.08637	1.08740	2573	0	11
2024.01.26	14:00:00	1.08740	1.08753	1.08651	1.08669	2126	0	11
2024.01.26	15:00:00	1.08669	1.08849	1.08557	1.08715	5268	0	11
2024.01.26	16:00:00	1.08714	1.08797	1.08604	1.08733	3950	0	11
2024.01.26	17:00:00	1.08729	1.08729	1.08545	1.08635	3825	0	11
2024.01.26	18:00:00	1.08634	1.08689	1.08584	1.08644	2468	0	11
2024.01.26	19:00:00	1.08643	1.08699	1.08586	1.08632	2100	0	11
2024.01.26	20:00:00	1.08632	1.08655	1.08534	1.08553	2021	0	11
2024.01.26	21:00:00	1.08553	1.08612	1.08547	1.08576	1280	0	11
2024.01.26	22:00:00	1.08576	1.08616	1.08526	1.08538	1354	0	11
2024.01.26	23:00:00	1.08537	1.08562	1.08514	1.08539	655	0	11
2024.01.29	00:00:00	1.08417	1.08465	1.08405	1.08426	1035	0	20
2024.01.29	01:00:00	1.08426	1.08486	1.08413	1.08417	2188	0	11
2024.01.29	02:00:00	1.08417	1.08444	1.08406	1.08443	1802	0	11
2024.01.29	03:00:00	1.08443	1.08484	1.08428	1.08435	2533	0	11
2024.01.29	04:00:00	1.08435	1.08447	1.08387	1.08430	1575	0	11
2024.01.29	05:00:00	1.08432	1.08462	1.08420	1.08445	1113	0	11
2024.01.29	06:00:00	1.08445	1.08472	1.08433	1.08441	870	0	11
2024.01.29	07:00:00	1.08441	1.08444	1.08390	1.08394	1490	0	11
2024.01.29	08:00:00	1.08394	1.08467	1.08387	1.08460	1600	0	11
2024.01.29	09:00:00	1.08460	1.08495	1.08344	1.08366	2902	0	11
2024.01.29	10:00:00	1.08366	1.08414	1.08325	1.08341	3276	0	11
2024.01.29	11:00:00	1.08341	1.08350	1.08226	1.08246	2812	0	11
2024.01.29	12:00:00	1.08246	1.08248	1.08134	1.08186	2208	0	11
2024.01.29	13:00:00	1.08186	1.08266	1.08158	1.08223	1826	0	11
2024.01.29	14:00:00	1.08224	1.08362	1.08197	1.08215	2253	0	11
2024.01.29	15:00:00	1.08217	1.08240	1.08132	1.08198	3156	0	11
2024.01.29	16:00:00	1.08198	1.08221	1.08036	1.08063	3237	0	11
2024.01.29	17:00:00	1.08064	1.08101	1.07956	1.07969	3039	0	11
2024.01.29	18:00:00	1.07968	1.08082	1.07954	1.08054	2325	0	11
2024.01.29	19:00:00	1.08054	1.08155	1.08051	1.08111	1621	0	11
2024.01.29	20:00:00	1.08111	1.08127	1.08088	1.08109	1166	0	11
2024.01.29	21:00:00	1.08109	1.08194	1.08093	1.08183	1109	0	11
2024.01.29	22:00:00	1.08188	1.08398	1.08187	1.08305	3243	0	11
2024.01.29	23:00:00	1.08304	1.08344	1.08260	1.08328	885	0	11
2024.01.30	00:00:00	1.08310	1.08331	1.08233	1.08330	539	0	15
2024.01.30	01:00:00	1.08333	1.08363	1.08326	1.08330	445	0	11
2024.01.30	02:00:00	1.08330	1.08415	1.08330	1.08403	1343	0	11
2024.01.30	03:00:00	1.08405	1.08405	1.08317	1.08344	2174	0	11
2024.01.30	04:00:00	1.08344	1.08356	1.08292	1.08336	1394	0	11
2024.01.30	05:00:00	1.08336	1.08338	1.08297	1.08301	926	0	11
2024.01.30	06:00:00	1.08301	1.08330	1.08235	1.08246	973	0	11
2024.01.30	07:00:00	1.08247	1.08284	1.08212	1.08220	995	0	11
2024.01.30	08:00:00	1.08222	1.08254	1.08134	1.08144	1413	0	11
2024.01.30	09:00:00	1.08141	1.08237	1.08114	1.08222	2310	0	11
2024.01.30	10:00:00	1.08254	1.08315	1.08158	1.08212	3700	0	11
2024.01.30	11:00:00	1.08211	1.08289	1.08171	1.08263	2680	0	11
2024.01.30	12:00:00	1.08263	1.08400	1.08225	1.08378	2380	0	11
2024.01.30	13:00:00	1.08378	1.08476	1.08366	1.08416	2115	0	11
2024.01.30	14:00:00	1.08413	1.08494	1.08360	1.08471	1948	0	11
2024.01.30	15:00:00	1.08471	1.08481	1.08334	1.08339	3490	0	11
2024.01.30	16:00:00	1.08340	1.08565	1.08291	1.08497	4029	0	11
2024.01.30	17:00:00	1.08498	1.08528	1.08275	1.08365	4961	0	11
2024.01.30	18:00:00	1.08365	1.08437	1.08338	1.08425	3160	0	11
2024.01.30	19:00:00	1.08426	1.08468	1.08362	1.08384	2097	0	11
2024.01.30	20:00:00	1.08383	1.08383	1.08310	1.08353	1835	0	11
2024.01.30	21:00:00	1.08351	1.08466	1.08351	1.08455	1970	0	11
2024.01.30	22:00:00	1.08456	1.08480	1.08402	1.08441	2329	0	11
2024.01.30	23:00:00	1.08445	1.08463	1.08420	1.08450	1088	0	11
2024.01.31	00:00:00	1.08387	1.08440	1.08357	1.08425	724	0	16
2024.01.31	01:00:00	1.08426	1.08445	1.08418	1.08425	671	0	11
2024.01.31	02:00:00	1.08425	1.08477	1.08406	1.08423	2355	0	11
2024.01.31	03:00:00	1.08424	1.08432	1.08307	1.08307	2848	0	11
2024.01.31	04:00:00	1.08306	1.08307	1.08156	1.08174	2205	0	11
2024.01.31	05:00:00	1.08175	1.08184	1.08154	1.08181	1245	0	11
2024.01.31	06:00:00	1.08181	1.08216	1.08176	1.08200	939	0	11
2024.01.31	07:00:00	1.08200	1.08214	1.08170	1.08199	1171	0	11
2024.01.31	08:00:00	1.08200	1.08214	1.08144	1.08150	1345	0	11
2024.01.31	09:00:00	1.08149	1.08210	1.08054	1.08156	2761	0	11
2024.01.31	10:00:00	1.08154	1.08256	1.08087	1.08183	4320	0	11
2024.01.31	11:00:00	1.08190	1.08363	1.08156	1.08217	4339	0	11
2024.01.31	12:00:00	1.08217	1.08308	1.08207	1.08248	2486	0	11
2024.01.31	13:00:00	1.08251	1.08398	1.08248	1.08384	2545	0	11
2024.01.31	14:00:00	1.08385	1.08424	1.08329	1.08362	2578	0	11
2024.01.31	15:00:00	1.08362	1.08624	1.08340	1.08570	5071	0	11
2024.01.31	16:00:00	1.08568	1.08860	1.08516	1.08794	4971	0	11
2024.01.31	17:00:00	1.08793	1.08868	1.08536	1.08607	5396	0	11
2024.01.31	18:00:00	1.08610	1.08672	1.08443	1.08539	4239	0	11
2024.01.31	19:00:00	1.08539	1.08540	1.08413	1.08492	2490	0	11
2024.01.31	20:00:00	1.08492	1.08520	1.08432	1.08443	2609	0	11
2024.01.31	21:00:00	1.08446	1.08635	1.08152	1.08402	7481	0	13
2024.01.31	22:00:00	1.08399	1.08409	1.07943	1.08073	6340	0	11
2024.01.31	23:00:00	1.08070	1.08191	1.08048	1.08169	2015	0	11
2024.02.01	00:00:00	1.08155	1.08193	1.08067	1.08130	511	0	11
2024.02.01	01:00:00	1.08126	1.08154	1.08026	1.08033	965	0	11
2024.02.01	02:00:00	1.08033	1.08139	1.08013	1.08077	2173	0	11
2024.02.01	03:00:00	1.08077	1.08119	1.08039	1.08084	2951	0	11
2024.02.01	04:00:00	1.08083	1.08212	1.08079	1.08187	2356	0	11
2024.02.01	05:00:00	1.08187	1.08201	1.08103	1.08112	1745	0	11
2024.02.01	06:00:00	1.08113	1.08131	1.08046	1.08072	1233	0	11
2024.02.01	07:00:00	1.08072	1.08072	1.08022	1.08022	1590	0	11
2024.02.01	08:00:00	1.08022	1.08044	1.07932	1.07954	1940	0	11
2024.02.01	09:00:00	1.07942	1.07968	1.07833	1.07929	3423	0	11
2024.02.01	10:00:00	1.07928	1.07935	1.07794	1.07911	4350	0	11
2024.02.01	11:00:00	1.07911	1.08010	1.07860	1.07978	3812	0	11
2024.02.01	12:00:00	1.07978	1.08023	1.07909	1.07926	3389	0	11
2024.02.01	13:00:00	1.07926	1.08127	1.07920	1.08078	3361	0	11
2024.02.01	14:00:00	1.08078	1.08193	1.08049	1.08147	4657	0	11
2024.02.01	15:00:00	1.08145	1.08268	1.08081	1.08133	4908	0	11
2024.02.01	16:00:00	1.08133	1.08292	1.08110	1.08263	4049	0	11
2024.02.01	17:00:00	1.08265	1.08313	1.08071	1.08259	5516	0	11
2024.02.01	18:00:00	1.08259	1.08654	1.08259	1.08639	4641	0	11
2024.02.01	19:00:00	1.08642	1.08742	1.08601	1.08722	3887	0	11
2024.02.01	20:00:00	1.08722	1.08728	1.08624	1.08693	3409	0	11
2024.02.01	21:00:00	1.08692	1.08743	1.08673	1.08715	2797	0	11
2024.02.01	22:00:00	1.08714	1.08742	1.08676	1.08709	1988	0	11
2024.02.01	23:00:00	1.08710	1.08725	1.08675	1.08713	1387	0	11
2024.02.02	00:00:00	1.08715	1.08737	1.08639	1.08710	633	0	15
2024.02.02	01:00:00	1.08722	1.08757	1.08718	1.08737	701	0	11
2024.02.02	02:00:00	1.08736	1.08793	1.08710	1.08722	1285	0	11
2024.02.02	03:00:00	1.08722	1.08754	1.08695	1.08710	2206	0	11
2024.02.02	04:00:00	1.08711	1.08781	1.08708	1.08778	1524	0	11
2024.02.02	05:00:00	1.08778	1.08784	1.08728	1.08762	1150	0	11
2024.02.02	06:00:00	1.08762	1.08767	1.08714	1.08725	1123	0	11
2024.02.02	07:00:00	1.08726	1.08818	1.08717	1.08768	1469	0	11
2024.02.02	08:00:00	1.08767	1.08805	1.08733	1.08753	1775	0	11
2024.02.02	09:00:00	1.08745	1.08865	1.08736	1.08802	2786	0	11
2024.02.02	10:00:00	1.08803	1.08897	1.08730	1.08789	3073	0	11
2024.02.02	11:00:00	1.08787	1.08970	1.08787	1.08901	2706	0	11
2024.02.02	12:00:00	1.08900	1.08944	1.08803	1.08839	2074	0	11
2024.02.02	13:00:00	1.08840	1.08859	1.08776	1.08831	2139	0	11
2024.02.02	14:00:00	1.08831	1.08844	1.08770	1.08798	2245	0	11
2024.02.02	15:00:00	1.08798	1.08855	1.08029	1.08069	4383	0	11
2024.02.02	16:00:00	1.08065	1.08163	1.07910	1.08085	4252	0	11
2024.02.02	17:00:00	1.08071	1.08110	1.07827	1.08019	3972	0	11
2024.02.02	18:00:00	1.08019	1.08032	1.07819	1.07856	2948	0	11
2024.02.02	19:00:00	1.07856	1.07920	1.07803	1.07829	2545	0	11
2024.02.02	20:00:00	1.07829	1.07905	1.07799	1.07876	2245	0	11
2024.02.02	21:00:00	1.07877	1.07950	1.07856	1.07919	1893	0	11
2024.02.02	22:00:00	1.07919	1.07968	1.07913	1.07925	1884	0	11
2024.02.02	23:00:00	1.07924	1.07934	1.07869	1.07871	966	0	11
2024.02.05	00:00:00	1.07850	1.07865	1.07778	1.07790	592	0	16
2024.02.05	01:00:00	1.07796	1.07829	1.07693	1.07791	1654	0	11
2024.02.05	02:00:00	1.07792	1.07825	1.07667	1.07718	4129	0	11
2024.02.05	03:00:00	1.07719	1.07782	1.07680	1.07777	2814	0	11
2024.02.05	04:00:00	1.07775	1.07806	1.07751	1.07782	2198	0	11
2024.02.05	05:00:00	1.07782	1.07803	1.07739	1.07784	1416	0	11
2024.02.05	06:00:00	1.07784	1.07794	1.07749	1.07784	903	0	11
2024.02.05	07:00:00	1.07785	1.07817	1.07727	1.07815	1755	0	11
2024.02.05	08:00:00	1.07815	1.07843	1.07768	1.07775	1818	0	11
2024.02.05	09:00:00	1.07769	1.07826	1.07721	1.07797	2325	0	11
2024.02.05	10:00:00	1.07797	1.07856	1.07629	1.07661	3588	0	11
2024.02.05	11:00:00	1.07662	1.07722	1.07514	1.07531	2977	0	11
2024.02.05	12:00:00	1.07531	1.07556	1.07472	1.07489	2848	0	11
2024.02.05	13:00:00	1.07492	1.07580	1.07464	1.07542	2650	0	11
2024.02.05	14:00:00	1.07542	1.07572	1.07488	1.07491	3029	0	11
2024.02.05	15:00:00	1.07491	1.07501	1.07357	1.07369	3319	0	11
2024.02.05	16:00:00	1.07370	1.07443	1.07344	1.07414	3696	0	11
2024.02.05	17:00:00	1.07298	1.07377	1.07225	1.07248	5539	0	11
2024.02.05	18:00:00	1.07247	1.07355	1.07241	1.07348	2634	0	11
2024.02.05	19:00:00	1.07348	1.07423	1.07335	1.07388	2089	0	11
2024.02.05	20:00:00	1.07388	1.07461	1.07369	1.07435	1885	0	11
2024.02.05	21:00:00	1.07435	1.07459	1.07416	1.07424	1578	0	11
2024.02.05	22:00:00	1.07424	1.07437	1.07362	1.07420	2146	0	11
2024.02.05	23:00:00	1.07421	1.07424	1.07388	1.07414	929	0	11
2024.02.06	00:00:00	1.07390	1.07433	1.07367	1.07420	423	0	15
2024.02.06	01:00:00	1.07430	1.07430	1.07403	1.07405	517	0	11
2024.02.06	02:00:00	1.07406	1.07446	1.07406	1.07433	1072	0	11
2024.02.06	03:00:00	1.07434	1.07467	1.07411	1.07447	2391	0	11
2024.02.06	04:00:00	1.07447	1.07485	1.07433	1.07454	1199	0	11
2024.02.06	05:00:00	1.07454	1.07481	1.07428	1.07433	1506	0	11
2024.02.06	06:00:00	1.07433	1.07498	1.07428	1.07483	1293	0	11
2024.02.06	07:00:00	1.07483	1.07537	1.07482	1.07530	1833	0	11
2024.02.06	08:00:00	1.07530	1.07530	1.07476	1.07505	1711	0	11
2024.02.06	09:00:00	1.07504	1.07618	1.07502	1.07514	3132	0	11
2024.02.06	10:00:00	1.07514	1.07595	1.07446	1.07457	3733	0	11
2024.02.06	11:00:00	1.07459	1.07467	1.07250	1.07285	3208	0	11
2024.02.06	12:00:00	1.07285	1.07359	1.07270	1.07287	2436	0	11
2024.02.06	13:00:00	1.07287	1.07425	1.07237	1.07381	2129	0	11
2024.02.06	14:00:00	1.07381	1.07386	1.07220	1.07353	2532	0	11
2024.02.06	15:00:00	1.07353	1.07433	1.07274	1.07299	4270	0	11
2024.02.06	16:00:00	1.07297	1.07431	1.07285	1.07398	4758	0	11
2024.02.06	17:00:00	1.07399	1.07479	1.07362	1.07427	4715	0	11
2024.02.06	18:00:00	1.07427	1.07528	1.07385	1.07500	3478	0	11
2024.02.06	19:00:00	1.07499	1.07546	1.07473	1.07506	3119	0	11
2024.02.06	20:00:00	1.07505	1.07550	1.07428	1.07534	3272	0	11
2024.02.06	21:00:00	1.07533	1.07540	1.07462	1.07487	3020	0	11
2024.02.06	22:00:00	1.07489	1.07568	1.07488	1.07561	1937	0	11
2024.02.06	23:00:00	1.07556	1.07558	1.07519	1.07529	981	0	11
2024.02.07	00:00:00	1.07513	1.07548	1.07483	1.07523	612	0	13
2024.02.07	01:00:00	1.07527	1.07564	1.07516	1.07563	478	0	11
2024.02.07	02:00:00	1.07563	1.07590	1.07554	1.07585	1400	0	11
2024.02.07	03:00:00	1.07584	1.07644	1.07583	1.07630	2458	0	11
2024.02.07	04:00:00	1.07630	1.07654	1.07612	1.07631	1638	0	11
2024.02.07	05:00:00	1.07632	1.07660	1.07579	1.07583	1083	0	11
2024.02.07	06:00:00	1.07583	1.07595	1.07560	1.07586	940	0	11
2024.02.07	07:00:00	1.07586	1.07638	1.07575	1.07623	1509	0	11
2024.02.07	08:00:00	1.07622	1.07651	1.07561	1.07604	1560	0	11
2024.02.07	09:00:00	1.07610	1.07724	1.07603	1.07720	2836	0	11
2024.02.07	10:00:00	1.07719	1.07729	1.07599	1.07621	3239	0	11
2024.02.07	11:00:00	1.07621	1.07703	1.07574	1.07689	2963	0	11
2024.02.07	12:00:00	1.07688	1.07702	1.07622	1.07637	3498	0	11
2024.02.07	13:00:00	1.07637	1.07734	1.07617	1.07704	2659	0	11
2024.02.07	14:00:00	1.07705	1.07747	1.07654	1.07732	3032	0	11
2024.02.07	15:00:00	1.07735	1.07834	1.07662	1.07697	3272	0	11
2024.02.07	16:00:00	1.07697	1.07775	1.07649	1.07708	4849	0	11
2024.02.07	17:00:00	1.07708	1.07794	1.07553	1.07562	4598	0	11
2024.02.07	18:00:00	1.07565	1.07706	1.07558	1.07670	3121	0	11
2024.02.07	19:00:00	1.07671	1.07674	1.07586	1.07643	2398	0	11
2024.02.07	20:00:00	1.07642	1.07731	1.07638	1.07706	2733	0	11
2024.02.07	21:00:00	1.07707	1.07748	1.07693	1.07714	1796	0	11
2024.02.07	22:00:00	1.07714	1.07738	1.07704	1.07721	1546	0	11
2024.02.07	23:00:00	1.07721	1.07742	1.07711	1.07727	734	0	11
2024.02.08	00:00:00	1.07677	1.07735	1.07676	1.07716	570	0	15
2024.02.08	01:00:00	1.07718	1.07764	1.07705	1.07749	658	0	11
2024.02.08	02:00:00	1.07751	1.07789	1.07738	1.07773	1111	0	11
2024.02.08	03:00:00	1.07773	1.07791	1.07746	1.07782	2145	0	11
2024.02.08	04:00:00	1.07782	1.07827	1.07779	1.07824	1322	0	11
2024.02.08	05:00:00	1.07824	1.07844	1.07810	1.07816	979	0	11
2024.02.08	06:00:00	1.07816	1.07877	1.07788	1.07794	1237	0	11
2024.02.08	07:00:00	1.07790	1.07834	1.07778	1.07821	1135	0	11
2024.02.08	08:00:00	1.07822	1.07857	1.07806	1.07834	1332	0	11
2024.02.08	09:00:00	1.07834	1.07883	1.07761	1.07796	2986	0	11
2024.02.08	10:00:00	1.07795	1.07835	1.07678	1.07768	3389	0	11
2024.02.08	11:00:00	1.07767	1.07837	1.07730	1.07825	3290	0	11
2024.02.08	12:00:00	1.07825	1.07850	1.07705	1.07712	2205	0	11
2024.02.08	13:00:00	1.07711	1.07726	1.07606	1.07624	2211	0	11
2024.02.08	14:00:00	1.07625	1.07630	1.07493	1.07562	2794	0	11
2024.02.08	15:00:00	1.07564	1.07615	1.07411	1.07435	4823	0	11
2024.02.08	16:00:00	1.07431	1.07669	1.07430	1.07643	3810	0	11
2024.02.08	17:00:00	1.07644	1.07670	1.07507	1.07608	4153	0	11
2024.02.08	18:00:00	1.07607	1.07734	1.07597	1.07728	2578	0	11
2024.02.08	19:00:00	1.07728	1.07760	1.07709	1.07731	2263	0	11
2024.02.08	20:00:00	1.07731	1.07822	1.07727	1.07762	2682	0	11
2024.02.08	21:00:00	1.07762	1.07782	1.07722	1.07743	2046	0	11
2024.02.08	22:00:00	1.07743	1.07794	1.07743	1.07772	1610	0	11
2024.02.08	23:00:00	1.07772	1.07780	1.07754	1.07775	639	0	11
2024.02.09	00:00:00	1.07734	1.07793	1.07696	1.07754	645	0	14
2024.02.09	01:00:00	1.07753	1.07774	1.07733	1.07772	611	0	11
2024.02.09	02:00:00	1.07773	1.07781	1.07717	1.07725	1471	0	11
2024.02.09	03:00:00	1.07725	1.07781	1.07725	1.07737	1929	0	11
2024.02.09	04:00:00	1.07737	1.07778	1.07726	1.07757	1668	0	11
2024.02.09	05:00:00	1.07757	1.07769	1.07694	1.07702	836	0	11
2024.02.09	06:00:00	1.07703	1.07720	1.07688	1.07706	926	0	11
2024.02.09	07:00:00	1.07706	1.07733	1.07689	1.07705	992	0	11
2024.02.09	08:00:00	1.07706	1.07749	1.07693	1.07739	1091	0	11
2024.02.09	09:00:00	1.07740	1.07821	1.07737	1.07796	2606	0	11
2024.02.09	10:00:00	1.07798	1.07842	1.07717	1.07723	3507	0	11
2024.02.09	11:00:00	1.07722	1.07764	1.07654	1.07665	3778	0	11
2024.02.09	12:00:00	1.07665	1.07696	1.07616	1.07662	2534	0	11
2024.02.09	13:00:00	1.07662	1.07728	1.07630	1.07710	2309	0	11
2024.02.09	14:00:00	1.07711	1.07760	1.07623	1.07666	2832	0	11
2024.02.09	15:00:00	1.07666	1.07940	1.07647	1.07827	6234	0	11
2024.02.09	16:00:00	1.07825	1.07946	1.07745	1.07811	5705	0	11
2024.02.09	17:00:00	1.07811	1.07894	1.07794	1.07857	4667	0	11
2024.02.09	18:00:00	1.07859	1.07876	1.07792	1.07812	3301	0	11
2024.02.09	19:00:00	1.07810	1.07861	1.07789	1.07851	2241	0	11
2024.02.09	20:00:00	1.07851	1.07904	1.07851	1.07861	1712	0	11
2024.02.09	21:00:00	1.07861	1.07875	1.07809	1.07820	1386	0	11
2024.02.09	22:00:00	1.07820	1.07875	1.07791	1.07857	1457	0	11
2024.02.09	23:00:00	1.07857	1.07879	1.07833	1.07846	759	0	11
2024.02.12	00:00:00	1.07742	1.07862	1.07742	1.07823	347	0	19
2024.02.12	01:00:00	1.07826	1.07977	1.07826	1.07973	1521	0	11
2024.02.12	02:00:00	1.07976	1.07993	1.07961	1.07981	1521	0	11
